"player_name","kickoff_time","GW","season","total_points","automl"
"Jairo Riedewald",1604016000000,7,2020,2,2.333738532369129
"Jake Livermore",1604275200000,7,2020,1,2.530498574094211
"Jamaal Lascelles",1604188800000,7,2020,2,3.2336651943037733
"Jamal Lewis",1604188800000,7,2020,2,2.806818129001006
"James Justin",1604275200000,7,2020,2,3.722751844797225
"James Maddison",1604275200000,7,2020,4,2.4120093924779353
"James Milner",1604102400000,7,2020,1,1.5976249269256755
"James Tarkowski",1604102400000,7,2020,1,3.106334252090424
"James Ward-Prowse",1604188800000,7,2020,17,3.070233158926503
"Jamie Shackleton",1604275200000,7,2020,1,2.2481085539133505
"Jamie Vardy",1604275200000,7,2020,14,6.832850491020628
"Jan Bednarek",1604188800000,7,2020,1,2.4534551254872365
"Jannik Vestergaard",1604188800000,7,2020,7,3.341777456964644
"Jarrod Bowen",1604102400000,7,2020,2,3.5066796887626275
"Jay Rodriguez",1604102400000,7,2020,1,1.9007187243114019
"Jeff Hendrick",1604188800000,7,2020,2,3.0824107397614426
"Jeffrey Schlupp",1604016000000,7,2020,2,2.8375415859878177
"Joachim Andersen",1604275200000,7,2020,6,2.978264305243713
"Joe Bryan",1604275200000,7,2020,1,1.4553668263667434
"John Egan",1604102400000,7,2020,2,2.3906055788594083
"John Lundstram",1604102400000,7,2020,1,1.4832837889671115
"John McGinn",1604188800000,7,2020,2,2.9339284638535905
"Jonjoe Kenny",1604188800000,7,2020,2,2.884878567852386
"Jordan Ayew",1604016000000,7,2020,1,1.606481887968716
"Jordan Henderson",1604102400000,7,2020,2,3.490132816302612
"Jorge Luiz Frello Filho",1604102400000,7,2020,1,1.6786718776060445
"Joseph Gomez",1604102400000,7,2020,2,3.4533060063063163
"Josh Brownhill",1604102400000,7,2020,2,2.8308396018735342
"João Filipe Iria Santos Moutinho",1604016000000,7,2020,1,1.2777084878219562
"João Pedro Cavaco Cancelo",1604102400000,7,2020,8,3.6761690879221955
"Joël Veltman",1604188800000,7,2020,1,2.29412372986818
"Kai Havertz",1604102400000,7,2020,3,4.373190323785477
"Karl Darlow",1604188800000,7,2020,3,4.117801900519099
"Karlan Grant",1604275200000,7,2020,2,4.803759431417684
"Kasper Schmeichel",1604275200000,7,2020,3,4.54802282925289
"Kevin De Bruyne",1604102400000,7,2020,6,6.637734627287745
"Kevin Long",1604102400000,7,2020,0,2.6968303712137844
"Kieran Tierney",1604188800000,7,2020,6,2.892669682509777
"Kurt Zouma",1604102400000,7,2020,14,3.0902712208734204
"Kyle Walker",1604102400000,7,2020,15,3.4603479629250056
"Kyle Walker-Peters",1604188800000,7,2020,1,2.9146739173933662
"Leander Dendoncker",1604016000000,7,2020,3,2.9006692118298054
"Leandro Trossard",1604188800000,7,2020,2,3.460971181458773
"Liam Cooper",1604275200000,7,2020,0,2.3890410960872575
"Luka Milivojevic",1604016000000,7,2020,-1,2.5315023157548358
"Lukasz Fabianski",1604102400000,7,2020,2,2.931543245356859
"Luke Ayling",1604275200000,7,2020,0,3.0029057760955618
"Luke Shaw",1604188800000,7,2020,2,2.8203515772540917
"Luke Thomas",1604275200000,7,2020,1,4.490788059312592
"Mahmoud Ahmed Ibrahim Hassan",1604188800000,7,2020,2,1.654919728100075
"Manuel Lanzini",1604102400000,7,2020,1,1.3286685336162947
"Marc Albrighton",1604275200000,7,2020,2,3.6131017036236535
"Marcus Rashford",1604188800000,7,2020,2,5.344058565848482
"Mario Lemina",1604275200000,7,2020,1,2.6400616517981015
"Mason Greenwood",1604188800000,7,2020,1,4.066181830910341
"Mason Mount",1604102400000,7,2020,6,4.035684505729101
"Mateusz Klich",1604275200000,7,2020,2,3.50399298700203
"Matheus Pereira",1604275200000,7,2020,1,4.322513497723621
"Matt Doherty",1604188800000,7,2020,2,4.534130588192857
"Matt Phillips",1604275200000,7,2020,1,1.1060968350644564
"Matt Targett",1604188800000,7,2020,0,2.6111103990961992
"Matthew Cash",1604188800000,7,2020,-1,3.325194396390354
"Matthew Lowton",1604102400000,7,2020,1,2.407479704009447
"Max Kilman",1604016000000,7,2020,6,3.6274210750926157
"Max Lowe",1604102400000,7,2020,2,1.7900847258984174
"Michael Keane",1604188800000,7,2020,1,2.9512201960354085
"Michy Batshuayi",1604016000000,7,2020,2,3.2168850876231803
"Miguel Almirón",1604188800000,7,2020,3,3.1784789847815746
"Mohamed Naser El Sayed Elneny",1604188800000,7,2020,3,1.7972734268262835
"Mohamed Salah",1604102400000,7,2020,8,6.65927634765584
"Moussa Sissoko",1604188800000,7,2020,2,2.6158490678623023
"N'Golo Kanté",1604102400000,7,2020,3,2.801269257823558
"Nampalys Mendy",1604275200000,7,2020,2,2.9806913250003153
"Nathaniel Clyne",1604016000000,7,2020,1,2.8427380359003442
"Nathaniel Phillips",1604102400000,7,2020,2,3.167299185027273
"Nemanja Matic",1604188800000,7,2020,1,0.788679829870168
"Nick Pope",1604102400000,7,2020,3,3.4954105019407464
"Niels Nkounkou",1604188800000,7,2020,1,2.964032780046797
"Nélson Cabral Semedo",1604016000000,7,2020,8,3.666392725392721
"Ola Aina",1604275200000,7,2020,15,2.975814954874072
"Oliver McBurnie",1604102400000,7,2020,2,2.845894060567009
"Oliver Norwood",1604102400000,7,2020,1,0.5513727920317908
"Olivier Giroud",1604102400000,7,2020,1,1.943567424997368
"Ollie Watkins",1604188800000,7,2020,7,3.962732752366292
"Oluwasemilogo Adesewo Ibidapo Ajayi",1604275200000,7,2020,1,2.1245716355013062
"Oriol Romeu Vidal",1604188800000,7,2020,2,2.300005678022052
"Pablo Fornals",1604102400000,7,2020,10,2.6994481430715753
"Pablo Hernández Domínguez",1604275200000,7,2020,2,2.5605983572065907
"Pascal Groß",1604188800000,7,2020,6,2.738238478460699
"Patrick Bamford",1604275200000,7,2020,2,4.397061156717439
"Patrick van Aanholt",1604016000000,7,2020,0,2.833137672141118
"Paul Pogba",1604188800000,7,2020,2,3.3620515556121715
"Pedro Lomba Neto",1604016000000,7,2020,7,3.568954985987099
"Phil Foden",1604102400000,7,2020,1,1.7752929875065682
"Pierre-Emerick Aubameyang",1604188800000,7,2020,8,5.145107905852043
"Pierre-Emile Højbjerg",1604188800000,7,2020,2,2.388405021846576
"Raheem Sterling",1604102400000,7,2020,3,6.417248422877092
"Rayan Ait Nouri",1604016000000,7,2020,15,3.3913720455066114
"Raúl Jiménez",1604016000000,7,2020,2,5.838060192211464
"Reece James",1604102400000,7,2020,6,3.7704118112161265
"Rhian Brewster",1604102400000,7,2020,2,2.326467260445638
"Riyad Mahrez",1604102400000,7,2020,3,5.233860097583591
"Rob Holding",1604188800000,7,2020,5,2.083234350948015
"Robbie Brady",1604102400000,7,2020,1,1.5000950192961446
"Robert Sánchez",1604188800000,7,2020,1,2.7549801057785808
"Roberto Firmino",1604102400000,7,2020,2,4.585573248358935
"Robin Koch",1604275200000,7,2020,0,2.7611509278935946
"Robin Olsen",1604188800000,7,2020,1,2.7949501992221712
"Rodrigo Hernandez",1604102400000,7,2020,3,2.890340589695798
"Romaine Sawyers",1604275200000,7,2020,0,1.2074347179817657
"Ross Barkley",1604188800000,7,2020,2,3.350695520054088
"Rui Pedro dos Santos Patrício",1604016000000,7,2020,6,4.390554318358989
"Ryan Bertrand",1604188800000,7,2020,2,2.8056325070178487
"Ryan Fraser",1604188800000,7,2020,4,2.067982021798713
"Rúben Diogo da Silva Neves",1604016000000,7,2020,3,3.1924423392912145
"Rúben Santos Gato Alves Dias",1604102400000,7,2020,6,2.7350445925371236
"Sadio Mané",1604102400000,7,2020,2,6.474334370195235
"Sam Johnstone",1604275200000,7,2020,1,4.235648470467602
"Sander Berge",1604102400000,7,2020,2,3.153219333616872
"Saïd Benrahma",1604102400000,7,2020,1,1.0113711893802628
"Scott Dann",1604016000000,7,2020,1,2.1005481078268806
"Scott McTominay",1604188800000,7,2020,2,2.8502785793336085
"Sean Longstaff",1604188800000,7,2020,2,2.8482140650814385
"Sergio Reguilón",1604188800000,7,2020,4,3.3333243579256253
"Shane Long",1604188800000,7,2020,1,1.2757240454212027
"Shkodran Mustafi",1604188800000,7,2020,1,1.010806937323858
"Solomon March",1604188800000,7,2020,2,2.8565160771427234
"Stuart Armstrong",1604188800000,7,2020,5,3.530493652826418
"Stuart Dallas",1604275200000,7,2020,6,2.7814296125874174
"Sébastien Haller",1604102400000,7,2020,2,3.1597480289269244
"Tammy Abraham",1604102400000,7,2020,5,4.872717033707289
"Tanguy Ndombele",1604188800000,7,2020,1,3.4985213929637617
"Tariq Lamptey",1604188800000,7,2020,9,2.774895515725873
"Theo Walcott",1604188800000,7,2020,5,2.9904652135780645
"Thiago Thiago",1604102400000,7,2020,6,3.149407189582359
"Thomas Partey",1604188800000,7,2020,3,2.118259740386565
"Timo Werner",1604102400000,7,2020,7,5.409666042159786
"Toby Alderweireld",1604188800000,7,2020,2,3.240764859061107
"Tom Cairney",1604275200000,7,2020,3,4.124875208412023
"Tomas Soucek",1604102400000,7,2020,2,2.682655923982864
"Tosin Adarabioyo",1604275200000,7,2020,6,2.6760679144412336
"Trent Alexander-Arnold",1604102400000,7,2020,2,4.914637547950511
"Tyler Roberts",1604275200000,7,2020,1,0.9140201225178302
"Tyrone Mings",1604188800000,7,2020,6,2.840392693498552
"Vicente Guaita",1604016000000,7,2020,2,3.0172374427220943
"Victor Lindelöf",1604188800000,7,2020,2,2.8838790706454076
"Vladimir Coufal",1604102400000,7,2020,1,2.777929349190437
"Wes Morgan",1604275200000,7,2020,1,1.358527968033947
"Wesley Fofana",1604275200000,7,2020,2,3.150184941938474
"Wilfried Zaha",1604016000000,7,2020,1,3.2169937893883866
"Willian Borges Da Silva",1604188800000,7,2020,3,3.7396040697014437
"Willy Boly",1604016000000,7,2020,6,4.367329935810103
"Xherdan Shaqiri",1604102400000,7,2020,4,1.8279336082772522
"Yerry Mina",1604188800000,7,2020,0,2.5018486382932585
"Youri Tielemans",1604275200000,7,2020,15,3.8302817492326415
"Yves Bissouma",1604188800000,7,2020,2,2.173847190852066
"Aaron Connolly",1604620800000,8,2020,1,1.5598331934890655
"Aaron Cresswell",1604707200000,8,2020,6,4.196860782397025
"Aaron Ramsdale",1604707200000,8,2020,2,3.5106435834306695
"Aaron Wan-Bissaka",1604707200000,8,2020,2,3.020782761641313
"Abdoulaye Doucouré",1604707200000,8,2020,1,2.25232048178247
"Adam Lallana",1604620800000,8,2020,3,2.99061214733111
"Adam Webster",1604620800000,8,2020,6,2.7824697360571533
"Adama Traoré",1604793600000,8,2020,1,1.6573444962385484
"Ademola Lookman",1604707200000,8,2020,0,3.7907342834120707
"Aleksandar Mitrović",1604707200000,8,2020,1,3.824890404332129
"Alex Iwobi",1604707200000,8,2020,1,1.1804612489907926
"Alex McCarthy",1604620800000,8,2020,6,4.266972386048565
"Alexandre Lacazette",1604793600000,8,2020,2,4.374002731545919
"Alireza Jahanbakhsh",1604620800000,8,2020,1,1.5755315343491736
"Alisson Ramses Becker",1604793600000,8,2020,2,3.0806180450955183
"Allan Marques Loureiro",1604707200000,8,2020,1,2.0339771351984597
"Allan Saint-Maximin",1604620800000,8,2020,2,3.155171105769116
"Alphonse Areola",1604707200000,8,2020,4,3.1203282588972
"Andrew Robertson",1604793600000,8,2020,2,3.7197831205838963
"Andros Townsend",1604707200000,8,2020,2,3.218716353474009
"André-Frank Zambo Anguissa",1604707200000,8,2020,2,2.370018330013967
"Andy Carroll",1604620800000,8,2020,1,1.5422866974149656
"Angelo Ogbonna",1604707200000,8,2020,5,3.7207564197608867
"Anthony Martial",1604707200000,8,2020,2,5.398630846819416
"Antonee Robinson",1604707200000,8,2020,2,2.5500457185260634
"Anwar El Ghazi",1604793600000,8,2020,1,1.446315144479124
"Arthur Masuaku",1604707200000,8,2020,6,3.846642956950865
"Ashley Barnes",1604620800000,8,2020,2,3.3399119861405944
"Ashley Westwood",1604620800000,8,2020,3,2.9909316444517504
"Axel Tuanzebe",1604707200000,8,2020,1,1.3464582076009748
"Aymeric Laporte",1604793600000,8,2020,1,2.88750579961139
"Ben Mee",1604620800000,8,2020,8,3.4247604980985575
"Ben Osborn",1604707200000,8,2020,1,0.9720484857450001
"Ben White",1604620800000,8,2020,6,2.397650505673396
"Benjamin Chilwell",1604707200000,8,2020,8,4.691318680377691
"Bernard Anício Caldeira Duarte",1604707200000,8,2020,8,3.3921836049330647
"Bernardo Mota Veiga de Carvalho e Silva",1604793600000,8,2020,1,1.5261657141056324
"Bernd Leno",1604793600000,8,2020,2,3.8791079220590574
"Bobby Decordova-Reid",1604707200000,8,2020,2,2.8382598734306987
"Bruno Miguel Borges Fernandes",1604707200000,8,2020,17,6.510909675246694
"Bukayo Saka",1604793600000,8,2020,0,3.5657784415631983
"Callum Robinson",1604793600000,8,2020,2,3.0219530229555462
"Callum Wilson",1604620800000,8,2020,2,4.297534585150689
"Carlos Vinicius Alves Morais",1604793600000,8,2020,1,2.0559806067680984
"Cenk Tosun",1604707200000,8,2020,0,1.5815269719254723
"Charlie Taylor",1604620800000,8,2020,8,3.0193402636098314
"Che Adams",1604620800000,8,2020,7,4.1999705409843475
"Cheikhou Kouyaté",1604707200000,8,2020,2,2.9828658077183605
"Chris Basham",1604707200000,8,2020,0,2.435047577829291
"Chris Wood",1604620800000,8,2020,2,4.248891098208095
"Christian Benteke",1604707200000,8,2020,1,1.6595664583814287
"Christian Fuchs",1604793600000,8,2020,7,3.1979686887121295
"Conor Coady",1604793600000,8,2020,2,2.4575849850477782
"Conor Gallagher",1604793600000,8,2020,2,2.931834265540838
"Conor Townsend",1604793600000,8,2020,2,3.1486248749732293
"Dan Burn",1604620800000,8,2020,6,2.863458316640122
"Daniel Castelo Podence",1604793600000,8,2020,1,3.3350279309416
"Daniel Ceballos Fernández",1604793600000,8,2020,1,1.00027668966078
"Danny Welbeck",1604620800000,8,2020,2,3.3120781031630586
"Dara O'Shea",1604793600000,8,2020,2,1.682703747257722
"Darnell Furlong",1604793600000,8,2020,2,2.531261005413783
"David McGoldrick",1604707200000,8,2020,6,3.005888371394579
"David de Gea",1604707200000,8,2020,2,3.154446135818502
"Declan Rice",1604707200000,8,2020,3,3.6420049398051186
"Dennis Praet",1604793600000,8,2020,6,3.195039785798595
"Diogo Jota",1604793600000,8,2020,2,2.8227870302441955
"Dominic Calvert-Lewin",1604707200000,8,2020,5,4.585569257679221
"Douglas Luiz Soares de Paulo",1604793600000,8,2020,3,2.2170849742407706
"Dwight McNeil",1604620800000,8,2020,3,2.798947910906251
"Eberechi Eze",1604707200000,8,2020,13,3.329102044900552
"Ederson Santana de Moraes",1604793600000,8,2020,3,3.3059032545100093
"Edinson Cavani",1604707200000,8,2020,5,2.120848285075167
"Edouard Mendy",1604707200000,8,2020,2,4.084665852789456
"Edward Nketiah",1604793600000,8,2020,1,1.406258946540216
"Emiliano Martínez",1604793600000,8,2020,6,3.327295267596152
"Enda Stevens",1604707200000,8,2020,0,2.6672613159239367
"Eric Dier",1604793600000,8,2020,6,2.827642334026562
"Ezgjan Alioski",1604707200000,8,2020,0,2.8598182752826213
"Ezri Konsa Ngoyo",1604793600000,8,2020,6,1.9618085281493487
"Fabian Schär",1604620800000,8,2020,1,2.502692694123061
"Fabio Silva",1604793600000,8,2020,1,1.3096546695711282
"Fabián Balbuena",1604707200000,8,2020,6,3.7792007031662145
"Federico Fernández",1604620800000,8,2020,0,3.167067192035601
"Fernando Marçal",1604793600000,8,2020,1,0.765810993116025
"Ferran Torres",1604793600000,8,2020,2,3.3210410717274117
"Filip Krovinovic",1604793600000,8,2020,2,2.648762676215522
"Frederico Rodrigues de Paula Santos",1604707200000,8,2020,1,1.9633170295976723
"Gabriel Fernando de Jesus",1604793600000,8,2020,9,3.9552367512132833
"Gabriel Magalhães",1604793600000,8,2020,1,3.8346527260769276
"Gareth Bale",1604793600000,8,2020,3,5.612384500336899
"George Baldock",1604707200000,8,2020,0,2.87693081350681
"Georginio Wijnaldum",1604793600000,8,2020,2,2.714075347746592
"Giovani Lo Celso",1604793600000,8,2020,1,2.2082007021843912
"Grady Diangana",1604793600000,8,2020,1,0.8921628203503816
"Gylfi Sigurdsson",1604707200000,8,2020,2,2.6961184757191328
"Hakim Ziyech",1604707200000,8,2020,11,5.2814478463790016
"Harrison Reed",1604707200000,8,2020,2,1.920851783904967
"Harry Kane",1604793600000,8,2020,9,5.662831079080854
"Harry Maguire",1604707200000,8,2020,2,2.5777968871597334
"Harvey Barnes",1604793600000,8,2020,1,1.7783495596674757
"Heung-Min Son",1604793600000,8,2020,3,6.205977017152791
"Hugo Lloris",1604793600000,8,2020,6,3.5346049715126826
"Héctor Bellerín",1604793600000,8,2020,1,3.548588472121097
"Hélder Wander Sousa de Azevedo e Costa",1604707200000,8,2020,-1,3.5665500593780974
"Ilkay Gündogan",1604793600000,8,2020,2,2.6390237607904705
"Illan Meslier",1604707200000,8,2020,1,3.8328766508453778
"Issa Diop",1604707200000,8,2020,0,1.6777192279749893
"Ivan Ricardo Neves Abreu Cavaleiro",1604707200000,8,2020,1,1.0032150083844416
"Jack Grealish",1604793600000,8,2020,6,5.22524359730837
"Jack Harrison",1604707200000,8,2020,2,3.4439863979400327
"Jack Stephens",1604620800000,8,2020,7,2.9437032390274296
"Jacob Murphy",1604620800000,8,2020,2,3.5334684178021396
"Jairo Riedewald",1604707200000,8,2020,2,2.8992371878283505
"Jake Livermore",1604793600000,8,2020,2,2.200940304842282
"Jamaal Lascelles",1604620800000,8,2020,1,2.6023635106382264
"Jamal Lewis",1604620800000,8,2020,1,2.4341795579103107
"James Justin",1604793600000,8,2020,6,3.336541341492633
"James Maddison",1604793600000,8,2020,3,3.771605135127525
"James McArthur",1604707200000,8,2020,2,2.9702372901612706
"James McCarthy",1604707200000,8,2020,1,1.138349851107613
"James Milner",1604793600000,8,2020,1,0.7567493909990086
"James Rodríguez",1604707200000,8,2020,2,4.214443125186715
"James Tarkowski",1604620800000,8,2020,6,3.424726387635265
"James Ward-Prowse",1604620800000,8,2020,3,3.788890928891593
"Jamie Vardy",1604793600000,8,2020,4,5.255708189060365
"Jan Bednarek",1604620800000,8,2020,6,2.903382252601871
"Jannik Vestergaard",1604620800000,8,2020,6,3.2781047191749617
"Jarrod Bowen",1604707200000,8,2020,3,4.590856245805734
"Jay Rodriguez",1604620800000,8,2020,1,1.7587899201411383
"Jeff Hendrick",1604620800000,8,2020,2,2.7473446749323718
"Jeffrey Schlupp",1604707200000,8,2020,1,2.1839350457312796
"Joachim Andersen",1604707200000,8,2020,2,2.4428755558965265
"Joel Matip",1604793600000,8,2020,1,2.5818158109437777
"Joelinton Cássio Apolinário de Lira",1604620800000,8,2020,1,0.9426214616534282
"John Egan",1604707200000,8,2020,-1,2.3973325236522847
"John Lundstram",1604707200000,8,2020,2,2.757908744858772
"John McGinn",1604793600000,8,2020,3,3.0152272757120433
"Jonny Evans",1604793600000,8,2020,5,3.463227154642257
"Jordan Ayew",1604707200000,8,2020,8,4.377671641321121
"Jordan Henderson",1604793600000,8,2020,2,2.8168070966426013
"Jordan Pickford",1604707200000,8,2020,1,3.5901327741192994
"Jorge Luiz Frello Filho",1604707200000,8,2020,1,1.7789853400306592
"Joseph Gomez",1604793600000,8,2020,2,2.366037322426894
"Josh Brownhill",1604620800000,8,2020,3,2.5092281687395244
"João Pedro Cavaco Cancelo",1604793600000,8,2020,3,3.422591470300509
"Joël Veltman",1604620800000,8,2020,9,2.542018258049672
"Juan Mata",1604707200000,8,2020,2,3.1676270823448083
"Karl Darlow",1604620800000,8,2020,2,3.8541105755733738
"Karlan Grant",1604793600000,8,2020,2,2.886303481678444
"Kasper Schmeichel",1604793600000,8,2020,6,4.019442428743468
"Kevin De Bruyne",1604793600000,8,2020,3,6.469503083971936
"Kieran Tierney",1604793600000,8,2020,1,3.1788583405250774
"Kurt Zouma",1604707200000,8,2020,2,4.084460318512663
"Kyle Bartley",1604793600000,8,2020,1,2.1864122687960474
"Kyle Edwards",1604793600000,8,2020,1,0.8562366619472007
"Kyle Walker",1604793600000,8,2020,1,3.8327088687441377
"Kyle Walker-Peters",1604620800000,8,2020,9,3.295139777134944
"Leander Dendoncker",1604793600000,8,2020,1,2.4095902185383795
"Liam Cooper",1604707200000,8,2020,-1,2.373482115581417
"Lucas Digne",1604707200000,8,2020,1,3.463153894841178
"Lucas Rodrigues Moura da Silva",1604793600000,8,2020,1,1.8218868024460564
"Lukasz Fabianski",1604707200000,8,2020,15,4.396165522339634
"Luke Ayling",1604707200000,8,2020,0,2.665310947448153
"Luke Shaw",1604707200000,8,2020,7,2.685418743055054
"Luke Thomas",1604793600000,8,2020,1,3.14516921992707
"Mahmoud Ahmed Ibrahim Hassan",1604793600000,8,2020,3,3.0138905474191304
"Manuel Lanzini",1604707200000,8,2020,1,2.183084750947676
"Marc Albrighton",1604793600000,8,2020,1,1.183025944748768
